1,20180628080933,203061448103539,42033941238207,18114114869,18818109220,3808,20064,23
2,20180628080933,203061448111897,126568864982112,18114114869,18720523958,2184,23842,23
3,20180628080933,180454971095715,53629845083712,181202775,18818109178,3832,11787,6321
4,20180628080933,180454971092323,18404878186944,18111318849,18818109178,2984,22162,7563
5,20180628080933,203061448098871,53629845083712,181196221204,190153505,2656,17108,23213
6,20180628080933,203061448099776,93287268262848,1811238143,190153505,1704,1709,10376
7,20180628080933,203061448098735,53629845083712,181202775,20524083113,1680,24421,23213
8,20180628080933,896767537599,122616063073,1811683214,20096202149,3912,14610,48212
9,20180628080933,203061447464229,53629845083712,181140160121,19012110198,3632,11474,80
10,20180628080933,203061448103474,42033941238207,181202775,20110514065,2056,26276,80
11,20180628080933,220037184983429,42033941238207,18111225238,18910125477,1416,27464,7532
12,20180628080933,203061447419314,42033941238207,1811238143,190154212234,2864,3644,23
13,20180628080933,203061448103568,126568864982112,181112117163,18818109178,672,19461,23213
14,20180628080933,203061448103176,18404878186944,18119682255,18818109178,2536,19135,7563
15,20180628080933,203061448099776,122616063073,1811131871,18818252214,3312,4188,23
16,20180628080933,203061448099685,53629845083712,181205126213,18722761204,2576,5380,55321
17,20180628080933,203061448099685,122616063073,181113188177,1891038130,96,14591,443
18,20180628080933,203061448098691,141020193562816,18113734107,20096202149,3504,28911,23
19,20180628080933,203061448098771,18404878186944,181169185166,18722761204,1368,1157,7532
20,20180628080933,180454971062387,93287268262848,181113195167,190154212234,544,3911,10376
21,20180628080933,180454971082285,141020193562816,18115190138,19012110198,912,17498,7532
22,20180628080933,180454971092859,126568864982112,181196207174,18818109220,1720,24764,23213
23,20180628080933,194080959109779,53629845083712,181205126213,190154212234,3192,1120,80
24,20180628080933,203061448098771,53629845083712,181143422,18720523958,560,24779,55321
25,20180628080933,203061448103568,141020193562816,18120155143,18818254191,208,20294,55321
26,20180628080933,114024031329,18404878186944,18111225238,18722761204,2920,23382,23213
27,20180628080933,203061448103591,122616063073,181196221204,18722761204,960,10525,23213
28,20180628080933,180454971095684,141020193562816,181205124217,18818110213,2400,5324,55321
29,20180628080933,194080959109779,42033941238207,181113188177,18818252214,648,4853,23213
30,20180628080933,180454971062387,93287268262848,181140160121,18910125477,944,7184,443
31,20180628080933,203061448099035,18404878186944,181113195167,19012110198,1288,11852,55321
32,20180628080933,26986441950016,122616063073,1811131871,189107159211,2048,4305,2363
33,20180628080933,180454971062387,93287268262848,18111225238,190153505,2936,13394,2363
34,20180628080933,203061448099769,18404878186944,181202775,190154212234,2960,29851,2363
35,20180628080933,194080959129056,18404878186944,181196207174,18818109178,3488,13629,443
36,20180628080933,203061448111897,141020193562816,18111317937,20110514065,2272,22065,10376
37,20180628080933,220037184983192,93287268262848,18111317937,18910125477,1672,19934,443
38,20180628080933,180454971095684,18404878186944,181196207174,1901615349,1016,18228,23
39,20180628080933,220037184983429,122616063073,18120155143,1891038130,2064,19700,10376
40,20180628080933,194080959129056,42033941238207,18113734107,18818109178,2936,10093,7532
41,20180628080933,194080959087530,18404878186944,181196207174,187243105125,2200,22701,7532
42,20180628080933,203061448103474,93287268262848,181113195167,18818110213,3096,13482,55321
43,20180628080933,203061448111897,141020193562816,1811238143,20524083113,4056,18307,55321
44,20180628080933,194080959129056,141020193562816,18114114869,187243105125,2176,13081,23
45,20180628080933,203061448104129,53629845083712,181143422,20096202149,2944,21774,7563
46,20180628080933,203061448103170,42033941238207,1812067127,20524083113,4008,11014,80
47,20180628080933,203061447954538,126568864982112,181113188177,187243105125,4056,20336,80
48,20180628080933,203061448111897,53629845083712,18114114869,18725010120,3944,28263,80
49,20180628080933,98923809050,126568864982112,181205124217,189148108,1384,2068,443
50,20180628080933,203061448099685,53629845083712,181202775,18720523958,1504,3270,23213
51,20180628080933,194080953686271,93287268262848,18119682255,18818109178,2712,19865,2363
52,20180628080933,203061447419314,141020193562816,18120155143,18818109178,336,23699,2363
53,20180628080933,203061447903331,93287268262848,1811683214,20110514065,1504,27602,2363
54,20180628080933,203061448098735,122616063073,18111318849,20524083113,1088,11883,6321
55,20180628080933,180454971095715,18404878186944,181169185166,18910125477,2712,28229,55321
56,20180628080933,180454971092859,122616063073,181140160121,18818252214,2048,24373,443
57,20180628080933,180454971092952,126568864982112,18114114869,1901615349,1752,10219,23213
58,20180628080933,180454971095684,53629845083712,181204034,18818110213,4016,29157,48212
59,20180628080933,13642047742,18404878186944,1811131871,18818110213,312,19017,23
60,20180628080933,203061448103568,126568864982112,18120155143,18818254191,864,29265,23213
61,20180628080933,203061447419314,42033941238207,18114114869,18818252214,4008,8637,2363
62,20180628080933,896767537599,93287268262848,181204034,189107159211,3656,7896,80
63,20180628080933,220037184182905,18404878186944,181140160121,1901138871,840,22855,7532
64,20180628080933,26986441950016,42033941238207,181140160121,20110514065,800,9455,23213
65,20180628080933,203061448098691,93287268262848,181204034,189148108,816,11444,7563
66,20180628080933,203061448099776,122616063073,181113195167,190154212234,3872,27314,80
67,20180628080933,203061448103170,18404878186944,18119682255,187381795,1840,8224,80
68,20180628080933,26986441950016,126568864982112,18111225238,18910125477,1960,17578,7532
69,20180628080933,203061448103591,18404878186944,181205126213,18910125477,2448,12750,23213
70,20180628080933,114024031329,53629845083712,181113188177,1901138871,872,25278,48212
71,20180628080933,180454971095617,42033941238207,181196221204,18818110213,4000,4128,7532
